prompt_id,category,difficulty,persona,difficulty_rationale,category_rationale
P000600,scenario_analysis,5,Risk Manager,,
P000601,trade_discovery,1,Spot Trader,,
P000602,trade_discovery,1,Macro Analyst,,
P000603,trade_discovery,1,FX Trader,,
P000604,trade_discovery,1,Options Trader,,
P000605,trade_discovery,2,Macro Analyst,,
P000606,trade_discovery,2,Vol RV Trader,,
P000607,trade_discovery,2,Research Analyst,,
P000608,trade_discovery,2,Spot Trader,,
P000609,trade_discovery,3,Macro Analyst,,
P000610,trade_discovery,3,Vol RV Trader,,
P000611,trade_discovery,3,Research Analyst,,
P000612,trade_discovery,3,RV Trader,,
P000613,trade_discovery,4,Macro Analyst,,
P000614,trade_discovery,4,Research Analyst,,
P000615,trade_discovery,4,RV Trader,,
P000616,trade_discovery,4,Portfolio Manager,,
P000617,trade_discovery,5,Vol RV Trader,,
P000618,trade_discovery,5,Macro Analyst,,
P000619,trade_discovery,5,Quant,,
P000620,trade_discovery,5,Event Trader,,
P000621,vol_surface_analysis,1,Options Trader,,
P000622,vol_surface_analysis,1,Macro Analyst,,
P000623,vol_surface_analysis,1,Vol RV Trader,,
P000624,vol_surface_analysis,1,Quant,,
P000625,vol_surface_analysis,2,Vol RV Trader,,
P000626,vol_surface_analysis,2,Spot Trader,,
P000627,vol_surface_analysis,2,Options Trader,,
P000628,vol_surface_analysis,2,Macro Analyst,,
P000629,vol_surface_analysis,3,Vol RV Trader,,
P000630,vol_surface_analysis,3,Macro Analyst,,
P000631,vol_surface_analysis,3,Options Trader,,
P000632,vol_surface_analysis,3,Portfolio Manager,,
P000633,vol_surface_analysis,4,Vol RV Trader,,
P000634,vol_surface_analysis,4,Risk Manager,,
P000635,vol_surface_analysis,4,Macro Analyst,,
P000636,vol_surface_analysis,4,Portfolio Manager,,
P000637,vol_surface_analysis,5,Vol RV Trader,,
P000638,vol_surface_analysis,5,Macro Analyst,,
P000639,vol_surface_analysis,5,Portfolio Manager,,
P000640,vol_surface_analysis,5,Quant,,
P000641,ESG Analysis,1,Research Analyst,,
P000642,ESG Analysis,1,Macro Analyst,,
P000643,ESG Analysis,1,Risk Manager,,
P000644,ESG Analysis,1,Macro Analyst,,
P000645,ESG Analysis,2,Portfolio Manager,,
P000646,ESG Analysis,2,Risk Manager,,
P000647,ESG Analysis,2,Research Analyst,,
P000648,ESG Analysis,2,Macro Analyst,,
P000649,ESG Analysis,3,Macro Analyst,,
P000650,ESG Analysis,3,Research Analyst,,
P000651,ESG Analysis,3,Risk Manager,,
P000652,ESG Analysis,3,Portfolio Manager,,
P000653,ESG Analysis,4,Macro Analyst,,
P000654,ESG Analysis,4,Risk Manager,,
P000655,ESG Analysis,4,Portfolio Manager,,
P000656,ESG Analysis,4,RV Trader,,
P000657,ESG Analysis,5,Portfolio Manager,,
P000658,ESG Analysis,5,Vol RV Trader,,
P000659,ESG Analysis,5,Quant,,
P000660,ESG Analysis,5,Macro Analyst,,
P000661,Machine Learning/AI Analysis,1,Macro Analyst,,
P000662,Machine Learning/AI Analysis,1,Risk Manager,,
P000663,Machine Learning/AI Analysis,1,Spot Trader,,
P000664,Machine Learning/AI Analysis,1,Research Analyst,,
P000665,Machine Learning/AI Analysis,2,Quant,,
P000666,Machine Learning/AI Analysis,2,Macro Analyst,,
P000667,Machine Learning/AI Analysis,2,Risk Manager,,
P000668,Machine Learning/AI Analysis,2,Research Analyst,,
P000669,Machine Learning/AI Analysis,3,Quant,,
P000670,Machine Learning/AI Analysis,3,Portfolio Manager,,
P000671,Machine Learning/AI Analysis,3,Vol RV Trader,,
P000672,Machine Learning/AI Analysis,3,Macro Analyst,,
P000673,Machine Learning/AI Analysis,4,Quant,,
P000674,Machine Learning/AI Analysis,4,Portfolio Manager,,
P000675,Machine Learning/AI Analysis,4,Risk Manager,,
P000676,Machine Learning/AI Analysis,4,Macro Analyst,,
P000677,Machine Learning/AI Analysis,5,Quant,,
P000678,Machine Learning/AI Analysis,5,Macro Analyst,,
P000679,Machine Learning/AI Analysis,5,Research Analyst,,
P000680,Machine Learning/AI Analysis,5,Risk Manager,,
P000681,backtesting,1,Research Analyst,,
P000682,backtesting,1,Quant,,
P000683,backtesting,1,Portfolio Manager,,
P000684,backtesting,1,Spot Trader,,
P000685,backtesting,2,Quant,,
P000686,backtesting,2,Spot Trader,,
P000687,backtesting,2,RV Trader,,
P000688,backtesting,2,Research Analyst,,
P000689,backtesting,3,Macro Analyst,,
P000690,backtesting,3,RV Trader,,
P000691,backtesting,3,Quant,,
P000692,backtesting,3,Vol RV Trader,,
P000693,backtesting,4,Portfolio Manager,,
P000694,backtesting,4,Macro Analyst,,
P000695,backtesting,4,Vol RV Trader,,
P000696,backtesting,4,Quant,,
P000697,backtesting,5,Quant,,
P000698,backtesting,5,Macro Analyst,,
P000699,backtesting,5,Vol RV Trader,,
P000700,backtesting,5,Research Analyst,,
P000701,basis_cross_currency,1,Spot Trader,,
P000702,basis_cross_currency,1,Macro Analyst,,
P000703,basis_cross_currency,1,Quant,,
P000704,basis_cross_currency,1,RV Trader,,
P000705,basis_cross_currency,2,Macro Analyst,,
P000706,basis_cross_currency,2,Quant,,
P000707,basis_cross_currency,2,Research Analyst,,
P000708,basis_cross_currency,2,Spot Trader,,
P000709,basis_cross_currency,3,Macro Analyst,,
P000710,basis_cross_currency,3,RV Trader,,
P000711,basis_cross_currency,3,Quant,,
P000712,basis_cross_currency,3,Risk Manager,,
P000713,basis_cross_currency,4,Macro Analyst,,
P000714,basis_cross_currency,4,Risk Manager,,
P000715,basis_cross_currency,4,Quant,,
P000716,basis_cross_currency,4,Portfolio Manager,,
P000717,basis_cross_currency,5,Portfolio Manager,,
P000718,basis_cross_currency,5,Macro Analyst,,
P000719,basis_cross_currency,5,Quant,,
P000720,basis_cross_currency,5,Risk Manager,,
P000721,carry_roll_analysis,1,Spot Trader,,
P000722,carry_roll_analysis,1,Portfolio Manager,,
P000723,carry_roll_analysis,1,FX Trader,,
P000724,carry_roll_analysis,1,Macro Analyst,,
P000725,carry_roll_analysis,2,Macro Analyst,,
P000726,carry_roll_analysis,2,Spot Trader,,
P000727,carry_roll_analysis,2,Portfolio Manager,,
P000728,carry_roll_analysis,2,Options Trader,,
P000729,carry_roll_analysis,3,Macro Analyst,,
P000730,carry_roll_analysis,3,Portfolio Manager,,
P000731,carry_roll_analysis,3,Quant,,
P000732,carry_roll_analysis,3,Options Trader,,
P000733,carry_roll_analysis,4,Portfolio Manager,,
P000734,carry_roll_analysis,4,FX Trader,,
P000735,carry_roll_analysis,4,Commodities Trader,,
P000736,carry_roll_analysis,4,Risk Manager,,
P000737,carry_roll_analysis,5,Portfolio Manager,,
P000738,carry_roll_analysis,5,Quant,,
P000739,carry_roll_analysis,5,Research Analyst,,
P000740,carry_roll_analysis,5,Macro Analyst,,
P000741,data_quality_reconciliation,1,Research Analyst,,
P000742,data_quality_reconciliation,1,Macro Analyst,,
P000743,data_quality_reconciliation,1,Quant,,
P000744,data_quality_reconciliation,1,Spot Trader,,
P000745,data_quality_reconciliation,2,Macro Analyst,,
P000746,data_quality_reconciliation,2,Quant,,
P000747,data_quality_reconciliation,2,Risk Manager,,
P000748,data_quality_reconciliation,2,Research Analyst,,
P000749,data_quality_reconciliation,3,Portfolio Manager,,
P000750,data_quality_reconciliation,3,Risk Manager,,
P000751,data_quality_reconciliation,3,Macro Analyst,,
P000752,data_quality_reconciliation,3,Vol RV Trader,,
P000753,data_quality_reconciliation,4,Risk Manager,,
P000754,data_quality_reconciliation,4,Macro Analyst,,
P000755,data_quality_reconciliation,4,Quant,,
P000756,data_quality_reconciliation,4,Portfolio Manager,,
P000757,data_quality_reconciliation,5,Research Analyst,,
P000758,data_quality_reconciliation,5,Risk Manager,,
P000759,data_quality_reconciliation,5,Quant,,
P000760,data_quality_reconciliation,5,Macro Analyst,,
P000761,event_risk_calendar,1,Macro Analyst,,
P000762,event_risk_calendar,1,Research Analyst,,
P000763,event_risk_calendar,1,Portfolio Manager,,
P000764,event_risk_calendar,1,Risk Manager,,
P000765,event_risk_calendar,2,Macro Analyst,,
P000766,event_risk_calendar,2,Research Analyst,,
P000767,event_risk_calendar,2,Spot Trader,,
P000768,event_risk_calendar,2,Event Trader,,
P000769,event_risk_calendar,3,Macro Analyst,,
P000770,event_risk_calendar,3,Portfolio Manager,,
P000771,event_risk_calendar,3,Risk Manager,,
P000772,event_risk_calendar,3,Research Analyst,,
P000773,event_risk_calendar,4,Macro Analyst,,
P000774,event_risk_calendar,4,Risk Manager,,
P000775,event_risk_calendar,4,Research Analyst,,
P000776,event_risk_calendar,4,Quant,,
P000777,event_risk_calendar,5,Portfolio Manager,,
P000778,event_risk_calendar,5,Macro Analyst,,
P000779,event_risk_calendar,5,Risk Manager,,
P000780,event_risk_calendar,5,Research Analyst,,
P000781,execution_microstructure,1,Spot Trader,,
P000782,execution_microstructure,1,Quant,,
P000783,execution_microstructure,1,Risk Manager,,
P000784,execution_microstructure,1,Portfolio Manager,,
P000785,execution_microstructure,2,Quant,,
P000786,execution_microstructure,2,Spot Trader,,
P000787,execution_microstructure,2,RV Trader,,
P000788,execution_microstructure,2,Portfolio Manager,,
P000789,execution_microstructure,3,Spot Trader,,
P000790,execution_microstructure,3,Quant,,
P000791,execution_microstructure,3,Research Analyst,,
P000792,execution_microstructure,3,RV Trader,,
P000793,execution_microstructure,4,Quant,,
P000794,execution_microstructure,4,Risk Manager,,
P000795,execution_microstructure,4,Macro Analyst,,
P000796,execution_microstructure,4,Research Analyst,,
P000797,execution_microstructure,5,Quant,,
P000798,execution_microstructure,5,Macro Analyst,,
P000799,execution_microstructure,5,Research Analyst,,
P000800,execution_microstructure,5,Portfolio Manager,,
P000801,hedging,1,Options Trader,,
P000802,hedging,1,Spot Trader,,
P000803,hedging,1,Macro Analyst,,
P000804,hedging,1,Research Analyst,,
P000805,hedging,2,Portfolio Manager,,
P000806,hedging,2,Risk Manager,,
P000807,hedging,2,Macro Analyst,,
P000808,hedging,2,Options Trader,,
P000809,hedging,3,Portfolio Manager,,
P000810,hedging,3,Options Trader,,
P000811,hedging,3,Risk Manager,,
P000812,hedging,3,Quant,,
P000813,hedging,4,Portfolio Manager,,
P000814,hedging,4,Macro Analyst,,
P000815,hedging,4,Risk Manager,,
P000816,hedging,4,Quant,,
P000817,hedging,5,Portfolio Manager,,
P000818,hedging,5,Risk Manager,,
P000819,hedging,5,Macro Analyst,,
P000820,hedging,5,Vol RV Trader,,
P000821,historical_pricing,1,Research Analyst,,
P000822,historical_pricing,1,Spot Trader,,
P000823,historical_pricing,1,FX Trader,,
P000824,historical_pricing,1,Portfolio Manager,,
P000825,historical_pricing,2,Spot Trader,,
P000826,historical_pricing,2,Research Analyst,,
P000827,historical_pricing,2,Quant,,
P000828,historical_pricing,2,Macro Analyst,,
P000829,historical_pricing,3,Macro Analyst,,
P000830,historical_pricing,3,Risk Manager,,
P000831,historical_pricing,3,Research Analyst,,
P000832,historical_pricing,3,Vol RV Trader,,
P000833,historical_pricing,4,Portfolio Manager,,
P000834,historical_pricing,4,Macro Analyst,,
P000835,historical_pricing,4,Risk Manager,,
P000836,historical_pricing,4,Vol RV Trader,,
P000837,historical_pricing,5,Macro Analyst,,
P000838,historical_pricing,5,Portfolio Manager,,
P000839,historical_pricing,5,Quant,,
P000840,historical_pricing,5,Vol RV Trader,,
P000841,historical_query,1,Research Analyst,,
P000842,historical_query,1,Macro Analyst,,
P000843,historical_query,1,Spot Trader,,
P000844,historical_query,1,Vol RV Trader,,
P000845,historical_query,2,Macro Analyst,,
P000846,historical_query,2,Vol RV Trader,,
P000847,historical_query,2,Spot Trader,,
P000848,historical_query,2,Options Trader,,
P000849,historical_query,3,Macro Analyst,,
P000850,historical_query,3,Risk Manager,,
P000851,historical_query,3,Quant,,
P000852,historical_query,3,Portfolio Manager,,
P000853,historical_query,4,Macro Analyst,,
P000854,historical_query,4,Risk Manager,,
P000855,historical_query,4,Portfolio Manager,,
P000856,historical_query,4,Quant,,
P000857,historical_query,5,Portfolio Manager,,
P000858,historical_query,5,Quant,,
P000859,historical_query,5,Macro Analyst,,
P000860,historical_query,5,Risk Manager,,
P000861,liquidity_transaction_cost,1,Spot Trader,,
P000862,liquidity_transaction_cost,1,Research Analyst,,
P000863,liquidity_transaction_cost,1,Equity Trader,,
P000864,liquidity_transaction_cost,1,Options Trader,,
P000865,liquidity_transaction_cost,2,Spot Trader,,
P000866,liquidity_transaction_cost,2,Risk Manager,,
P000867,liquidity_transaction_cost,2,Macro Analyst,,
P000868,liquidity_transaction_cost,2,Research Analyst,,
P000869,liquidity_transaction_cost,3,Risk Manager,,
P000870,liquidity_transaction_cost,3,Portfolio Manager,,
P000871,liquidity_transaction_cost,3,FX Trader,,
P000872,liquidity_transaction_cost,3,Quant,,
P000873,liquidity_transaction_cost,4,Portfolio Manager,,
P000874,liquidity_transaction_cost,4,Spot Trader,,
P000875,liquidity_transaction_cost,4,Risk Manager,,
P000876,liquidity_transaction_cost,4,Quant,,
P000877,liquidity_transaction_cost,5,Portfolio Manager,,
P000878,liquidity_transaction_cost,5,Risk Manager,,
P000879,liquidity_transaction_cost,5,Quant,,
P000880,liquidity_transaction_cost,5,Options Trader,,
P000881,market_query,1,Spot Trader,,
P000882,market_query,1,Macro Analyst,,
P000883,market_query,1,Research Analyst,,
P000884,market_query,1,Risk Manager,,
P000885,market_query,2,Macro Analyst,,
P000886,market_query,2,Research Analyst,,
P000887,market_query,2,Spot Trader,,
P000888,market_query,2,Portfolio Manager,,
P000889,market_query,3,Risk Manager,,
P000890,market_query,3,Research Analyst,,
P000891,market_query,3,Macro Analyst,,
P000892,market_query,3,Quant,,
P000893,market_query,4,Portfolio Manager,,
P000894,market_query,4,Macro Analyst,,
P000895,market_query,4,Risk Manager,,
P000896,market_query,4,Research Analyst,,
P000897,market_query,5,Macro Analyst,,
P000898,market_query,5,Portfolio Manager,,
P000899,market_query,5,Quant,,
P000900,market_query,5,Event Trader,,
P000901,ops_workflow_query,1,Portfolio Manager,,
P000902,ops_workflow_query,1,Macro Analyst,,
P000903,ops_workflow_query,1,Spot Trader,,
P000904,ops_workflow_query,1,Research Analyst,,
P000905,ops_workflow_query,2,Risk Manager,,
P000906,ops_workflow_query,2,Portfolio Manager,,
P000907,ops_workflow_query,2,Spot Trader,,
P000908,ops_workflow_query,2,Quant,,
P000909,ops_workflow_query,3,Macro Analyst,,
P000910,ops_workflow_query,3,Vol RV Trader,,
P000911,ops_workflow_query,3,Portfolio Manager,,
P000912,ops_workflow_query,3,Risk Manager,,
P000913,ops_workflow_query,4,Macro Analyst,,
P000914,ops_workflow_query,4,Risk Manager,,
P000915,ops_workflow_query,4,Portfolio Manager,,
P000916,ops_workflow_query,4,Event Trader,,
P000917,ops_workflow_query,5,Portfolio Manager,,
P000918,ops_workflow_query,5,Quant,,
P000919,ops_workflow_query,5,Macro Analyst,,
P000920,ops_workflow_query,5,Risk Manager,,
P000921,pnl_attribution,1,Spot Trader,,
P000922,pnl_attribution,1,Portfolio Manager,,
P000923,pnl_attribution,1,Macro Analyst,,
P000924,pnl_attribution,1,Options Trader,,
P000925,pnl_attribution,2,Portfolio Manager,,
P000926,pnl_attribution,2,Vol RV Trader,,
P000927,pnl_attribution,2,Risk Manager,,
P000928,pnl_attribution,2,Macro Analyst,,
P000929,pnl_attribution,3,Portfolio Manager,,
P000930,pnl_attribution,3,Macro Analyst,,
P000931,pnl_attribution,3,Quant,,
P000932,pnl_attribution,3,Risk Manager,,
P000933,pnl_attribution,4,Macro Analyst,,
P000934,pnl_attribution,4,Risk Manager,,
P000935,pnl_attribution,4,Portfolio Manager,,
P000936,pnl_attribution,4,Quant,,
P000937,pnl_attribution,5,Portfolio Manager,,
P000938,pnl_attribution,5,Research Analyst,,
P000939,pnl_attribution,5,Options Trader,,
P000940,pnl_attribution,5,Risk Manager,,
P000941,portfolio_analytics,1,Research Analyst,,
P000942,portfolio_analytics,1,Portfolio Manager,,
P000943,portfolio_analytics,1,Risk Manager,,
P000944,portfolio_analytics,1,Spot Trader,,
P000945,portfolio_analytics,2,Portfolio Manager,,
P000946,portfolio_analytics,2,Risk Manager,,
P000947,portfolio_analytics,2,Quant,,
P000948,portfolio_analytics,2,Macro Analyst,,
P000949,portfolio_analytics,3,Macro Analyst,,
P000950,portfolio_analytics,3,Risk Manager,,
P000951,portfolio_analytics,3,Research Analyst,,
P000952,portfolio_analytics,3,Portfolio Manager,,
P000953,portfolio_analytics,4,Macro Analyst,,
P000954,portfolio_analytics,4,Portfolio Manager,,
P000955,portfolio_analytics,4,Risk Manager,,
P000956,portfolio_analytics,4,Quant,,
P000957,portfolio_analytics,5,Portfolio Manager,,
P000958,portfolio_analytics,5,Quant,,
P000959,portfolio_analytics,5,Risk Manager,,
P000960,portfolio_analytics,5,Macro Analyst,,
P000961,pricing,1,Spot Trader,,
P000962,pricing,1,Macro Analyst,,
P000963,pricing,1,Options Trader,,
P000964,pricing,1,FX Trader,,
P000965,pricing,2,Options Trader,,
P000966,pricing,2,Macro Analyst,,
P000967,pricing,2,Research Analyst,,
P000968,pricing,2,Commodity Trader,,
P000969,pricing,3,Spot Trader,,
P000970,pricing,3,Research Analyst,,
P000971,pricing,3,Macro Analyst,,
P000972,pricing,3,Options Trader,,
P000973,pricing,4,Portfolio Manager,,
P000974,pricing,4,Vol RV Trader,,
P000975,pricing,4,Macro Analyst,,
P000976,pricing,4,Risk Manager,,
P000977,pricing,5,Portfolio Manager,,
P000978,pricing,5,Options Trader,,
P000979,pricing,5,Macro Analyst,,
P000980,pricing,5,Research Analyst,,
P000981,rates_fx_linked_analysis,1,Macro Analyst,,
P000982,rates_fx_linked_analysis,1,Spot Trader,,
P000983,rates_fx_linked_analysis,1,Rates Trader,,
P000984,rates_fx_linked_analysis,1,RV Trader,,
P000985,rates_fx_linked_analysis,2,Macro Analyst,,
P000986,rates_fx_linked_analysis,2,Research Analyst,,
P000987,rates_fx_linked_analysis,2,Portfolio Manager,,
P000988,rates_fx_linked_analysis,2,Quant,,
P000989,rates_fx_linked_analysis,3,Macro Analyst,,
P000990,rates_fx_linked_analysis,3,Risk Manager,,
P000991,rates_fx_linked_analysis,3,Portfolio Manager,,
P000992,rates_fx_linked_analysis,3,Research Analyst,,
